Average and SD of comm time
Data size : 262144
Repeat time : 100
# of process: 64

ave sd min max mode
process: 0
	node group: 0
	comm time
		  28 : 0.001524	0.001246	0.000263	0.006470	0.001043
		  29 : 0.001268	0.001028	0.000278	0.006305	0.000922
		  30 : 0.001171	0.000781	0.000368	0.003817	0.000853
		  31 : 0.001481	0.001622	0.000370	0.006721	0.000894
		  32 : 0.001011	0.000480	0.000309	0.002513	0.000845
		  33 : 0.002088	0.002183	0.000414	0.007552	0.000943
		  34 : 0.000904	0.000535	0.000333	0.005076	0.000802
		  35 : 0.001650	0.001494	0.000363	0.006323	0.001054
		  36 : 0.001083	0.000894	0.000384	0.006936	0.000881
		  37 : 0.001039	0.000694	0.000355	0.005538	0.000875
		  38 : 0.000998	0.000674	0.000253	0.003766	0.000793
		  39 : 0.001398	0.001174	0.000282	0.007543	0.000932
		  40 : 0.002250	0.001967	0.000474	0.010010	0.001564
		  41 : 0.001722	0.001310	0.000486	0.006496	0.001220
		  42 : 0.002473	0.002717	0.000379	0.010047	0.001242
		  43 : 0.001778	0.001683	0.000515	0.007968	0.001240
		  44 : 0.001353	0.001521	0.000245	0.011143	0.000949
		  45 : 0.002380	0.002842	0.000435	0.013917	0.001513
		  46 : 0.003591	0.003170	0.000403	0.010962	0.002380
		  47 : 0.001741	0.001630	0.000425	0.007722	0.001110
		  48 : 0.002441	0.002398	0.000273	0.010564	0.001424
		  49 : 0.002953	0.003333	0.000435	0.011021	0.001417
		  50 : 0.001251	0.000753	0.000359	0.004227	0.001004
		  51 : 0.001518	0.001225	0.000435	0.008659	0.001108
		  52 : 0.002507	0.002712	0.000437	0.011848	0.001475
		  53 : 0.001574	0.001317	0.000527	0.009537	0.001058
		  54 : 0.002926	0.003038	0.000413	0.011245	0.001443
		  55 : 0.002185	0.002315	0.000442	0.011713	0.001337
		  56 : 0.002530	0.003029	0.000514	0.013137	0.001485
		  57 : 0.001883	0.001413	0.000328	0.007667	0.001282
		  58 : 0.001787	0.001325	0.000498	0.008046	0.001290
		  59 : 0.002670	0.002968	0.000514	0.011559	0.001497
		  60 : 0.002556	0.002481	0.000540	0.010396	0.001479
		  61 : 0.001568	0.001622	0.000263	0.011546	0.001094
		  62 : 0.001752	0.001586	0.000429	0.008931	0.001187
		  63 : 0.001953	0.001784	0.000359	0.008393	0.001263
process: 6
	node group: 2
	comm time
		   0 : 0.001086	0.000890	0.000246	0.004346	0.000792
		   1 : 0.001048	0.000687	0.000365	0.003857	0.000813
		   2 : 0.002056	0.002109	0.000350	0.006969	0.001014
		   3 : 0.001332	0.001759	0.000295	0.013623	0.000850
		   4 : 0.000323	0.000133	0.000223	0.000731	0.000241
		   5 : 0.000264	0.000088	0.000213	0.000654	0.000227
		   6 : 0.000000	0.000000	0.000000	0.000000	0.000000
		   7 : 0.000267	0.000153	0.000202	0.001501	0.000212
		   8 : 0.001395	0.000977	0.000466	0.004621	0.001038
		   9 : 0.001051	0.000793	0.000263	0.006578	0.000828
		  10 : 0.000963	0.000500	0.000410	0.003651	0.000830
		  11 : 0.000959	0.000623	0.000324	0.005408	0.000805
		  12 : 0.001400	0.001576	0.000357	0.007109	0.000835
		  13 : 0.001535	0.001715	0.000391	0.006896	0.000871
		  14 : 0.001995	0.008244	0.000319	0.083700	0.000929
		  15 : 0.001069	0.000711	0.000317	0.005208	0.000821
		  16 : 0.001298	0.001313	0.000413	0.006152	0.000842
		  17 : 0.001347	0.001291	0.000279	0.006199	0.000837
		  18 : 0.001418	0.001382	0.000385	0.005999	0.000893
		  19 : 0.000962	0.000555	0.000339	0.003494	0.000775
		  20 : 0.001387	0.000825	0.000423	0.003747	0.001084
		  21 : 0.001203	0.000989	0.000358	0.007055	0.000801
		  22 : 0.001092	0.000684	0.000355	0.005150	0.000895
		  23 : 0.001463	0.001567	0.000398	0.007693	0.000910
		  24 : 0.001539	0.001762	0.000384	0.007547	0.000849
		  25 : 0.001000	0.000600	0.000245	0.003828	0.000809
		  26 : 0.001463	0.001533	0.000373	0.006292	0.000853
		  27 : 0.002128	0.002258	0.000370	0.007448	0.001006
		  28 : 0.001451	0.001343	0.000477	0.007448	0.000902
		  29 : 0.001246	0.001133	0.000271	0.007053	0.000894
		  30 : 0.001152	0.000948	0.000327	0.007095	0.000812
		  31 : 0.001504	0.001644	0.000440	0.006738	0.000865
		  32 : 0.001097	0.000654	0.000461	0.004459	0.000867
		  33 : 0.002003	0.002193	0.000282	0.007558	0.000921
		  34 : 0.000952	0.000519	0.000365	0.003619	0.000831
		  35 : 0.001608	0.001506	0.000320	0.006319	0.000944
		  36 : 0.001168	0.000974	0.000378	0.006944	0.000894
		  37 : 0.001006	0.000635	0.000329	0.003635	0.000801
